source_event_id,event_id,source,disaster_type,year,month,date,date_precision,latitude,longitude,coord_source,state_name,district_name,duration_days,cause,fatalities,alert_level,alert_score,description,episode_id,event_name,glide,country,iso3,from_date,to_date,date_modified,source_name,severity_data
HIST_FL_001334,HIST_FL_001334,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Maharashtra,,3.0,,8.0,,,,,,,,,,,,,
HIST_FL_001335,HIST_FL_001335,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Maharashtra,,3.0,,21.0,,,,,,,,,,,,,
HIST_FL_001336,HIST_FL_001336,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Maharashtra,,3.0,,,,,,,,,,,,,,,
HIST_FL_001337,HIST_FL_001337,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Maharashtra,,3.0,,6.0,,,,,,,,,,,,,
HIST_FL_001338,HIST_FL_001338,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Manipur,,2.0,,,,,,,,,,,,,,,
HIST_FL_001339,HIST_FL_001339,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Meghalaya,,1.0,,8.0,,,,,,,,,,,,,
HIST_FL_001340,HIST_FL_001340,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Rajasthan,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001341,HIST_FL_001341,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Rajasthan,,3.0,,,,,,,,,,,,,,,
HIST_FL_001342,HIST_FL_001342,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Rajasthan,,3.0,,,,,,,,,,,,,,,
HIST_FL_001343,HIST_FL_001343,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Rajasthan,,3.0,,4.0,,,,,,,,,,,,,
HIST_FL_001344,HIST_FL_001344,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,Tripura,,2.0,,,,,,,,,,,,,,,
HIST_FL_001345,HIST_FL_001345,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,West Bengal,,1.0,,,,,,,,,,,,,,,
HIST_FL_001346,HIST_FL_001346,HISTORICAL,FLOOD,2001,6,2001-06-01,month,,,missing,West Bengal,,4.0,,,,,,,,,,,,,,,
HIST_FL_001347,HIST_FL_001347,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Arunachal Pradesh,,62.0,,5.0,,,,,,,,,,,,,
HIST_FL_001348,HIST_FL_001348,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Assam,,7.0,,,,,,,,,,,,,,,
HIST_FL_001349,HIST_FL_001349,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Assam,,24.0,,,,,,,,,,,,,,,
HIST_FL_001350,HIST_FL_001350,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Chhattisgarh,,1.0,,7.0,,,,,,,,,,,,,
HIST_FL_001351,HIST_FL_001351,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Chhattisgarh,,1.0,,40.0,,,,,,,,,,,,,
HIST_FL_001352,HIST_FL_001352,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Chhattisgarh,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_001353,HIST_FL_001353,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Chhattisgarh,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_001354,HIST_FL_001354,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Himachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001355,HIST_FL_001355,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Himachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001356,HIST_FL_001356,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Himachal Pradesh,,2.0,,27.0,,,,,,,,,,,,,
HIST_FL_001357,HIST_FL_001357,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001358,HIST_FL_001358,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001359,HIST_FL_001359,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Karnataka,,14.0,,2.0,,,,,,,,,,,,,
HIST_FL_001360,HIST_FL_001360,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Kerala,,7.0,,22.0,,,,,,,,,,,,,
HIST_FL_001361,HIST_FL_001361,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Madhya Pradesh,,1.0,,7.0,,,,,,,,,,,,,
HIST_FL_001362,HIST_FL_001362,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Madhya Pradesh,,1.0,,40.0,,,,,,,,,,,,,
HIST_FL_001363,HIST_FL_001363,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Madhya Pradesh,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_001364,HIST_FL_001364,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Madhya Pradesh,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_001365,HIST_FL_001365,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001366,HIST_FL_001366,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Maharashtra,,2.0,,,,,,,,,,,,,,,
HIST_FL_001367,HIST_FL_001367,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Maharashtra,,2.0,,2.0,,,,,,,,,,,,,
HIST_FL_001368,HIST_FL_001368,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Maharashtra,,2.0,,1.0,,,,,,,,,,,,,
HIST_FL_001369,HIST_FL_001369,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001370,HIST_FL_001370,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001371,HIST_FL_001371,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001372,HIST_FL_001372,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Meghalaya,,1.0,,,,,,,,,,,,,,,
HIST_FL_001373,HIST_FL_001373,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Odisha,,14.0,,99.0,,,,,,,,,,,,,
HIST_FL_001374,HIST_FL_001374,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Punjab,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_001375,HIST_FL_001375,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Rajasthan,,3.0,,1.0,,,,,,,,,,,,,
HIST_FL_001376,HIST_FL_001376,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Rajasthan,,5.0,,,,,,,,,,,,,,,
HIST_FL_001377,HIST_FL_001377,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Uttarakhand,,1.0,,10.0,,,,,,,,,,,,,
HIST_FL_001378,HIST_FL_001378,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Uttarakhand,,1.0,,25.0,,,,,,,,,,,,,
HIST_FL_001379,HIST_FL_001379,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,Uttarakhand,,1.0,,26.0,,,,,,,,,,,,,
HIST_FL_001380,HIST_FL_001380,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,West Bengal,,1.0,,,,,,,,,,,,,,,
HIST_FL_001381,HIST_FL_001381,HISTORICAL,FLOOD,2001,7,2001-07-01,month,,,missing,West Bengal,,2.0,,,,,,,,,,,,,,,
HIST_FL_001382,HIST_FL_001382,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Assam,,7.0,,,,,,,,,,,,,,,
HIST_FL_001383,HIST_FL_001383,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Chhattisgarh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001384,HIST_FL_001384,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Gujarat,,1.0,,12.0,,,,,,,,,,,,,
HIST_FL_001385,HIST_FL_001385,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Gujarat,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001386,HIST_FL_001386,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Himachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001387,HIST_FL_001387,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Himachal Pradesh,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_001388,HIST_FL_001388,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Himachal Pradesh,,1.0,,29.0,,,,,,,,,,,,,
HIST_FL_001389,HIST_FL_001389,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Himachal Pradesh,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_001390,HIST_FL_001390,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001391,HIST_FL_001391,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Karnataka,,2.0,,5.0,,,,,,,,,,,,,
HIST_FL_001392,HIST_FL_001392,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Karnataka,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_001393,HIST_FL_001393,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Madhya Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001394,HIST_FL_001394,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Maharashtra,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001395,HIST_FL_001395,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Punjab,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_001396,HIST_FL_001396,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Rajasthan,,1.0,,,,,,,,,,,,,,,
HIST_FL_001397,HIST_FL_001397,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Uttarakhand,,1.0,,,,,,,,,,,,,,,
HIST_FL_001398,HIST_FL_001398,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,Uttar Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001399,HIST_FL_001399,HISTORICAL,FLOOD,2001,8,2001-08-01,month,,,missing,West Bengal,,7.0,,,,,,,,,,,,,,,
HIST_FL_001400,HIST_FL_001400,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Assam,,14.0,,1.0,,,,,,,,,,,,,
HIST_FL_001401,HIST_FL_001401,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Assam,,7.0,,,,,,,,,,,,,,,
HIST_FL_001402,HIST_FL_001402,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Bihar,,14.0,,150.0,,,,,,,,,,,,,
HIST_FL_001403,HIST_FL_001403,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Jharkhand,,14.0,,150.0,,,,,,,,,,,,,
HIST_FL_001404,HIST_FL_001404,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001405,HIST_FL_001405,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001406,HIST_FL_001406,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001407,HIST_FL_001407,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Karnataka,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_001408,HIST_FL_001408,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Karnataka,,2.0,,1.0,,,,,,,,,,,,,
HIST_FL_001409,HIST_FL_001409,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Kerala,,4.0,,,,,,,,,,,,,,,
HIST_FL_001410,HIST_FL_001410,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001411,HIST_FL_001411,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001412,HIST_FL_001412,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001413,HIST_FL_001413,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Tripura,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001414,HIST_FL_001414,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Uttarakhand,,14.0,,212.0,,,,,,,,,,,,,
HIST_FL_001415,HIST_FL_001415,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,Uttar Pradesh,,14.0,,212.0,,,,,,,,,,,,,
HIST_FL_001416,HIST_FL_001416,HISTORICAL,FLOOD,2001,9,2001-09-01,month,,,missing,West Bengal,,14.0,,,,,,,,,,,,,,,
HIST_FL_001417,HIST_FL_001417,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Bihar,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_001418,HIST_FL_001418,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Bihar,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_001419,HIST_FL_001419,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Chhattisgarh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001420,HIST_FL_001420,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Jharkhand,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_001421,HIST_FL_001421,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Jharkhand,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_001422,HIST_FL_001422,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Karnataka,,14.0,,23.0,,,,,,,,,,,,,
HIST_FL_001423,HIST_FL_001423,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Madhya Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001424,HIST_FL_001424,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001425,HIST_FL_001425,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Maharashtra,,2.0,,,,,,,,,,,,,,,
HIST_FL_001426,HIST_FL_001426,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Maharashtra,,4.0,,3.0,,,,,,,,,,,,,
HIST_FL_001427,HIST_FL_001427,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,Maharashtra,,2.0,,,,,,,,,,,,,,,
HIST_FL_001428,HIST_FL_001428,HISTORICAL,FLOOD,2001,10,2001-10-01,month,,,missing,West Bengal,,14.0,,2.0,,,,,,,,,,,,,
HIST_FL_001429,HIST_FL_001429,HISTORICAL,FLOOD,2001,11,2001-11-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001430,HIST_FL_001430,HISTORICAL,FLOOD,2001,11,2001-11-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001431,HIST_FL_001431,HISTORICAL,FLOOD,2001,11,2001-11-01,month,,,missing,Kerala,,1.0,,40.0,,,,,,,,,,,,,
HIST_FL_001432,HIST_FL_001432,HISTORICAL,FLOOD,2002,1,2002-01-01,month,,,missing,Tamil Nadu,,3.0,,11.0,,,,,,,,,,,,,
HIST_FL_001433,HIST_FL_001433,HISTORICAL,FLOOD,2002,2,2002-02-01,month,,,missing,Uttar Pradesh,,1.0,,16.0,,,,,,,,,,,,,
HIST_FL_001434,HIST_FL_001434,HISTORICAL,FLOOD,2002,5,2002-05-01,month,,,missing,Assam,,1.0,,,,,,,,,,,,,,,
HIST_FL_001435,HIST_FL_001435,HISTORICAL,FLOOD,2002,5,2002-05-01,month,,,missing,Assam,,1.0,,,,,,,,,,,,,,,
HIST_FL_001436,HIST_FL_001436,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Assam,,7.0,,,,,,,,,,,,,,,
HIST_FL_001437,HIST_FL_001437,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Chhattisgarh,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_001438,HIST_FL_001438,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Chhattisgarh,,8.0,,25.0,,,,,,,,,,,,,
HIST_FL_001439,HIST_FL_001439,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Gujarat,,5.0,,58.0,,,,,,,,,,,,,
HIST_FL_001440,HIST_FL_001440,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Himachal Pradesh,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_001441,HIST_FL_001441,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001442,HIST_FL_001442,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001443,HIST_FL_001443,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Kerala,,3.0,,2.0,,,,,,,,,,,,,
HIST_FL_001444,HIST_FL_001444,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Madhya Pradesh,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_001445,HIST_FL_001445,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Madhya Pradesh,,8.0,,25.0,,,,,,,,,,,,,
HIST_FL_001446,HIST_FL_001446,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001447,HIST_FL_001447,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Maharashtra,,7.0,,94.0,,,,,,,,,,,,,
HIST_FL_001448,HIST_FL_001448,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,Meghalaya,,1.0,,,,,,,,,,,,,,,
HIST_FL_001449,HIST_FL_001449,HISTORICAL,FLOOD,2002,6,2002-06-01,month,,,missing,West Bengal,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001450,HIST_FL_001450,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,Assam,,50.0,,41.0,,,,,,,,,,,,,
HIST_FL_001451,HIST_FL_001451,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,Bihar,,1.0,,,,,,,,,,,,,,,
HIST_FL_001452,HIST_FL_001452,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,Bihar,,28.0,,321.0,,,,,,,,,,,,,
HIST_FL_001453,HIST_FL_001453,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,Jharkhand,,1.0,,,,,,,,,,,,,,,
HIST_FL_001454,HIST_FL_001454,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,Jharkhand,,28.0,,321.0,,,,,,,,,,,,,
HIST_FL_001455,HIST_FL_001455,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,Kerala,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001456,HIST_FL_001456,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,Meghalaya,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001457,HIST_FL_001457,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,West Bengal,,1.0,,,,,,,,,,,,,,,
HIST_FL_001458,HIST_FL_001458,HISTORICAL,FLOOD,2002,7,2002-07-01,month,,,missing,West Bengal,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_001459,HIST_FL_001459,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Andhra Pradesh,,5.0,,4.0,,,,,,,,,,,,,
HIST_FL_001460,HIST_FL_001460,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Andhra Pradesh,,2.0,,3.0,,,,,,,,,,,,,
HIST_FL_001461,HIST_FL_001461,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Arunachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001462,HIST_FL_001462,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Gujarat,,7.0,,17.0,,,,,,,,,,,,,
HIST_FL_001463,HIST_FL_001463,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Haryana,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_001464,HIST_FL_001464,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Haryana,,1.0,,,,,,,,,,,,,,,
HIST_FL_001465,HIST_FL_001465,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Himachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001466,HIST_FL_001466,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Himachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001467,HIST_FL_001467,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Himachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001468,HIST_FL_001468,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Himachal Pradesh,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_001469,HIST_FL_001469,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Kerala,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_001470,HIST_FL_001470,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Maharashtra,,3.0,,10.0,,,,,,,,,,,,,
HIST_FL_001471,HIST_FL_001471,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001472,HIST_FL_001472,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Maharashtra,,4.0,,,,,,,,,,,,,,,
HIST_FL_001473,HIST_FL_001473,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001474,HIST_FL_001474,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Maharashtra,,3.0,,15.0,,,,,,,,,,,,,
HIST_FL_001475,HIST_FL_001475,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Manipur,,7.0,,3.0,,,,,,,,,,,,,
HIST_FL_001476,HIST_FL_001476,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Mizoram,,1.0,,,,,,,,,,,,,,,
HIST_FL_001477,HIST_FL_001477,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Sikkim,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_001478,HIST_FL_001478,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Uttarakhand,,1.0,,33.0,,,,,,,,,,,,,
HIST_FL_001479,HIST_FL_001479,HISTORICAL,FLOOD,2002,8,2002-08-01,month,,,missing,Uttar Pradesh,,3.0,,4.0,,,,,,,,,,,,,
HIST_FL_001480,HIST_FL_001480,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Bihar,,2.0,,,,,,,,,,,,,,,
HIST_FL_001481,HIST_FL_001481,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Gujarat,,2.0,,28.0,,,,,,,,,,,,,
HIST_FL_001482,HIST_FL_001482,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Haryana,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_001483,HIST_FL_001483,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Haryana,,1.0,,,,,,,,,,,,,,,
HIST_FL_001484,HIST_FL_001484,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Himachal Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_001485,HIST_FL_001485,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Himachal Pradesh,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_001486,HIST_FL_001486,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Jharkhand,,2.0,,,,,,,,,,,,,,,
HIST_FL_001487,HIST_FL_001487,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Maharashtra,,2.0,,,,,,,,,,,,,,,
HIST_FL_001488,HIST_FL_001488,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Maharashtra,,4.0,,35.0,,,,,,,,,,,,,
HIST_FL_001489,HIST_FL_001489,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Maharashtra,,4.0,,,,,,,,,,,,,,,
HIST_FL_001490,HIST_FL_001490,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Maharashtra,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_001491,HIST_FL_001491,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_001492,HIST_FL_001492,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Punjab,,2.0,,2.0,,,,,,,,,,,,,
HIST_FL_001493,HIST_FL_001493,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Uttarakhand,,1.0,,,,,,,,,,,,,,,
HIST_FL_001494,HIST_FL_001494,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Uttar Pradesh,,7.0,,10.0,,,,,,,,,,,,,
HIST_FL_001495,HIST_FL_001495,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,Uttar Pradesh,,1.0,,11.0,,,,,,,,,,,,,
HIST_FL_001496,HIST_FL_001496,HISTORICAL,FLOOD,2002,9,2002-09-01,month,,,missing,West Bengal,,1.0,,,,,,,,,,,,,,,
HIST_FL_001497,HIST_FL_001497,HISTORICAL,FLOOD,2002,10,2002-10-01,month,,,missing,Karnataka,,5.0,,,,,,,,,,,,,,,
HIST_FL_001498,HIST_FL_001498,HISTORICAL,FLOOD,2002,10,2002-10-01,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_001499,HIST_FL_001499,HISTORICAL,FLOOD,2002,10,2002-10-01,month,,,missing,Karnataka,,3.0,,9.0,,,,,,,,,,,,,
HIST_FL_001500,HIST_FL_001500,HISTORICAL,FLOOD,2002,10,2002-10-01,month,,,missing,Kerala,,2.0,,2.0,,,,,,,,,,,,,
HIST_FL_001501,HIST_FL_001501,HISTORICAL,FLOOD,2002,10,2002-10-01,month,,,missing,Kerala,,4.0,,11.0,,,,,,,,,,,,,
HIST_FL_001502,HIST_FL_001502,HISTORICAL,FLOOD,2002,10,2002-10-01,month,,,missing,Tamil Nadu,,5.0,,20.0,,,,,,,,,,,,,
