source_event_id,event_id,source,disaster_type,year,month,date,date_precision,latitude,longitude,coord_source,state_name,district_name,cyclone_location,wind_speed_knots,pressure_mb,storm_speed_knots,storm_direction_deg,storm_direction,duration_days,cyclone_severity,cyclone_severity_text,alert_level,alert_score,description,episode_id,event_name,glide,country,iso3,from_date,to_date,date_modified,source_name,severity_data
HIST_TC_000156,HIST_TC_000156,HISTORICAL,CYCLONE,2019,9,2019-09-01 00:00:00,month,19.8,58.3,exact,Gujarat,,On Ocean,75.0,978.0,12.0,260.0,West,,,,,,,,,,,,,,,,
HIST_TC_000157,HIST_TC_000157,HISTORICAL,CYCLONE,2019,11,2019-11-01 00:00:00,month,14.1,99.6,exact,Andaman and Nicobar Islands,,On Ocean,,,7.0,255.0,West,,,,,,,,,,,,,,,,
HIST_TC_000158,HIST_TC_000158,HISTORICAL,CYCLONE,2019,12,2019-12-01 00:00:00,month,7.7,50.6,exact,Lakshadweep,,On Ocean,35.0,999.0,13.0,265.0,West,,,,,,,,,,,,,,,,
HIST_TC_000159,HIST_TC_000159,HISTORICAL,CYCLONE,2020,5,2020-05-01 00:00:00,month,21.4,88.1,exact,West Bengal,,On Ocean,90.0,960.0,16.0,15.0,North,,,,,,,,,,,,,,,,
HIST_TC_000160,HIST_TC_000160,HISTORICAL,CYCLONE,2020,6,2020-06-01 00:00:00,month,18.1,72.9,exact,Maharashtra,,On Ocean,60.0,984.0,12.0,40.0,North_East,,,,,,,,,,,,,,,,
HIST_TC_000161,HIST_TC_000161,HISTORICAL,CYCLONE,2020,11,2020-11-01 00:00:00,month,10.4,51.5,exact,Lakshadweep,,On Ocean,75.0,976.0,10.0,270.0,West,,,,,,,,,,,,,,,,
HIST_TC_000162,HIST_TC_000162,HISTORICAL,CYCLONE,2020,11,2020-11-01 00:00:00,month,12.2,80.1,exact,Tamil Nadu,,On Ocean,60.0,986.0,6.0,315.0,North_West,,,,,,,,,,,,,,,,
HIST_TC_000163,HIST_TC_000163,HISTORICAL,CYCLONE,2020,12,2020-12-01 00:00:00,month,9.0,81.2,exact,Tamil Nadu,,On Ocean,45.0,996.0,8.0,280.0,West,,,,,,,,,,,,,,,,
HIST_TC_000164,HIST_TC_000164,HISTORICAL,CYCLONE,2020,12,2020-12-01 00:00:00,month,9.4,99.6,exact,Andaman and Nicobar Islands,,On Ocean,,,15.0,300.0,North_West,,,,,,,,,,,,,,,,
HIST_TC_000165,HIST_TC_000165,HISTORICAL,CYCLONE,2021,5,2021-05-01 00:00:00,month,20.5,71.3,exact,Gujarat,,On Ocean,90.0,960.0,9.0,350.0,North,,,,,,,,,,,,,,,,
HIST_TC_000166,HIST_TC_000166,HISTORICAL,CYCLONE,2021,5,2021-05-01 00:00:00,month,21.1,87.2,exact,Odisha,,On Ocean,75.0,970.0,11.0,325.0,North_West,,,,,,,,,,,,,,,,
HIST_TC_000167,HIST_TC_000167,HISTORICAL,CYCLONE,2021,9,2021-09-01 00:00:00,month,16.1,99.9,exact,Andaman and Nicobar Islands,,On Ocean,,,9.0,270.0,West,,,,,,,,,,,,,,,,
HIST_TC_000168,HIST_TC_000168,HISTORICAL,CYCLONE,2021,9,2021-09-01 00:00:00,month,18.4,84.6,exact,Andhra Pradesh,,On Ocean,45.0,992.0,14.0,265.0,West,,,,,,,,,,,,,,,,
HIST_TC_000169,HIST_TC_000169,HISTORICAL,CYCLONE,2021,12,2021-12-01 00:00:00,month,21.5,87.7,exact,West Bengal,,On Ocean,,,9.0,40.0,North_East,,,,,,,,,,,,,,,,
HIST_TC_000170,HIST_TC_000170,HISTORICAL,CYCLONE,2022,8,2022-08-01 00:00:00,month,18.0,95.0,exact,Andaman and Nicobar Islands,,On Ocean,,,10.0,300.0,North_West,,,,,,,,,,,,,,,,
HIST_TC_000171,HIST_TC_000171,HISTORICAL,CYCLONE,2022,10,2022-10-01 00:00:00,month,21.8,90.4,exact,West Bengal,,On Ocean,45.0,996.0,32.0,15.0,North,,,,,,,,,,,,,,,,
HIST_TC_000172,HIST_TC_000172,HISTORICAL,CYCLONE,2022,12,2022-12-01 00:00:00,month,12.6,80.4,exact,Tamil Nadu,,On Ocean,35.0,995.0,8.0,310.0,North_West,,,,,,,,,,,,,,,,
HIST_TC_000173,HIST_TC_000173,HISTORICAL,CYCLONE,2023,5,2023-05-01 00:00:00,month,19.9,92.6,exact,Mizoram,,On Ocean,100.0,952.0,14.0,35.0,North_East,,,,,,,,,,,,,,,,
HIST_TC_000174,HIST_TC_000174,HISTORICAL,CYCLONE,2023,6,2023-06-01 00:00:00,month,23.3,68.6,exact,Gujarat,Kutch,On Ocean,60.0,980.0,6.0,50.0,North_East,,,,,,,,,,,,,,,,
HIST_TC_000175,HIST_TC_000175,HISTORICAL,CYCLONE,2023,10,2023-10-01 00:00:00,month,15.9,52.3,exact,Gujarat,,On Ocean,60.0,990.0,3.0,270.0,West,,,,,,,,,,,,,,,,
HIST_TC_000176,HIST_TC_000176,HISTORICAL,CYCLONE,2023,10,2023-10-01 00:00:00,month,21.5,91.5,exact,Mizoram,,On Ocean,45.0,996.0,19.0,45.0,North_East,,,,,,,,,,,,,,,,
HIST_TC_000177,HIST_TC_000177,HISTORICAL,CYCLONE,2023,11,2023-11-01 00:00:00,month,21.4,89.7,exact,West Bengal,,On Ocean,45.0,998.0,17.0,35.0,North_East,,,,,,,,,,,,,,,,
HIST_TC_000178,HIST_TC_000178,HISTORICAL,CYCLONE,2023,12,2023-12-01 00:00:00,month,14.4,80.3,exact,Andhra Pradesh,,On Ocean,55.0,986.0,5.0,330.0,North_West,,,,,,,,,,,,,,,,
HIST_TC_000179,HIST_TC_000179,HISTORICAL,CYCLONE,2024,5,2024-05-01 00:00:00,month,21.5,89.0,exact,West Bengal,,On Ocean,60.0,978.0,9.0,345.0,North,,,,,,,,,,,,,,,,
HIST_TC_000180,HIST_TC_000180,HISTORICAL,CYCLONE,2024,10,2024-10-01 00:00:00,month,20.5,87.1,exact,Odisha,,On Ocean,55.0,988.0,6.0,335.0,North_West,,,,,,,,,,,,,,,,
HIST_TC_000181,HIST_TC_000181,HISTORICAL,CYCLONE,2024,11,2024-11-01 00:00:00,month,12.1,80.0,exact,Tamil Nadu,,On Ocean,35.0,999.0,2.0,255.0,West,,,,,,,,,,,,,,,,
GDACS_TC_1000624,GDACS_TC_1000624,GDACS,CYCLONE,2019,10,2019-10-29 18:00:00,day,23.0,90.8,exact,,,,,,,,,11.75,157.4064,Tropical Storm (maximum wind speed of 157 km/h),Red,3.0,Tropical Cyclone MATMO-19/BULBUL-19,21.0,MATMO-19/BULBUL-19,TC-2019-000147-BGD,"Bangladesh, India, Myanmar, Thailand, Cambodia, Laos, Viet Nam",BGD,2019-10-29 18:00:00,2019-11-10 12:00:00,2024-05-13 13:23:03.837,JTWC,"{'severity': 157.4064, 'severitytext': 'Tropical Storm (maximum wind speed of 157 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000565,GDACS_TC_1000565,GDACS,CYCLONE,2019,6,2019-06-10 12:00:00,day,21.8,66.8,exact,,,,,,,,,6.5,175.9248,Tropical Storm (maximum wind speed of 176 km/h),Orange,2.0,Tropical Cyclone VAYU-19,27.0,VAYU-19,TC-2019-000055-IND,", India, Pakistan",,2019-06-10 12:00:00,2019-06-17 00:00:00,2024-05-13 13:23:03.840,JTWC,"{'severity': 175.9248, 'severitytext': 'Tropical Storm (maximum wind speed of 176 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000561,GDACS_TC_1000561,GDACS,CYCLONE,2019,4,2019-04-27 00:00:00,day,21.3,86.2,exact,Odisha,Mayurbhanj,,,,,,,6.5,249.9984,Hurricane/Typhoon > 74 mph (maximum wind speed of 250 km/h),Red,3.0,Tropical Cyclone FANI-19,27.0,FANI-19,TC-2019-000043-IND,", India, Bangladesh, Bhutan",IND,2019-04-27 00:00:00,2019-05-03 12:00:00,2024-05-13 13:23:03.843,JTWC,"{'severity': 249.9984, 'severitytext': 'Hurricane/Typhoon > 74 mph (maximum wind speed of 250 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000552,GDACS_TC_1000552,GDACS,CYCLONE,2019,3,2019-03-09 06:00:00,day,-19.6,34.8,exact,,,,,,,,,5.75,194.4432,Hurricane/Typhoon > 74 mph (maximum wind speed of 194 km/h),Red,3.0,Tropical Cyclone IDAI-19,24.0,IDAI-19,TC-2019-000021-MOZ,"Mozambique, Zimbabwe, Miscellaneous (French) Indian Ocean Islands",MOZ,2019-03-09 06:00:00,2019-03-15 00:00:00,2024-05-13 13:23:03.847,JTWC,"{'severity': 194.4432, 'severitytext': 'Hurricane/Typhoon > 74 mph (maximum wind speed of 194 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000748,GDACS_TC_1000748,GDACS,CYCLONE,2020,12,2020-12-01 12:00:00,day,9.0,79.4,exact,,,,,,,,,3.25,83.3328,Tropical Depression (maximum wind speed of 83 km/h),Orange,2.0,Tropical Cyclone BUREVI-20,14.0,BUREVI-20,TC-2020-000233-IND,"India, Sri Lanka",IND,2020-12-01 12:00:00,2020-12-04 18:00:00,,JTWC,"{'severity': 83.3328, 'severitytext': 'Tropical Depression (maximum wind speed of 83 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000747,GDACS_TC_1000747,GDACS,CYCLONE,2020,11,2020-11-23 12:00:00,day,12.3,79.4,exact,Tamil Nadu,Viluppuram,,,,,,,2.5,129.6288,Tropical Storm (maximum wind speed of 130 km/h),Red,3.0,Tropical Cyclone NIVAR-20,11.0,NIVAR-20,TC-2020-000233-IND,India,IND,2020-11-23 12:00:00,2020-11-26 00:00:00,,JTWC,"{'severity': 129.6288, 'severitytext': 'Tropical Storm (maximum wind speed of 130 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000673,GDACS_TC_1000673,GDACS,CYCLONE,2020,6,2020-06-02 18:00:00,day,19.1,73.7,exact,Maharashtra,Pune,,,,,,,0.75,138.888,Hurricane/Typhoon > 74 mph (maximum wind speed of 139 km/h),Red,3.0,Tropical Cyclone NISARGA-20,4.0,NISARGA-20,TC-2020-000135-IND,India,IND,2020-06-02 18:00:00,2020-06-03 12:00:00,2024-05-13 13:23:03.830,JTWC,"{'severity': 138.888, 'severitytext': 'Hurricane/Typhoon > 74 mph (maximum wind speed of 139 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000667,GDACS_TC_1000667,GDACS,CYCLONE,2020,5,2020-05-16 06:00:00,day,22.2,88.3,exact,West Bengal,South 24 Parganas,,,,,,,4.25,268.5168,Hurricane/Typhoon > 74 mph (maximum wind speed of 269 km/h),Red,3.0,Tropical Cyclone AMPHAN-20,18.0,AMPHAN-20,TC-2020-000137-BGD,"India, Bangladesh, Bhutan",BGD,2020-05-16 06:00:00,2020-05-20 12:00:00,2024-05-13 13:23:03.830,JTWC,"{'severity': 268.5168, 'severitytext': 'Hurricane/Typhoon > 74 mph (maximum wind speed of 269 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000784,GDACS_TC_1000784,GDACS,CYCLONE,2021,5,2021-05-24 00:00:00,day,21.6,87.0,exact,Odisha,Balasore,,,,,,,2.25,120.3696,Tropical Storm (maximum wind speed of 120 km/h),Red,3.0,Tropical Cyclone YAAS-21,10.0,YAAS-21,TC-2021-000056-IND,India,IND,2021-05-24 00:00:00,2021-05-26 06:00:00,,JTWC,"{'severity': 120.3696, 'severitytext': 'Tropical Storm (maximum wind speed of 120 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000782,GDACS_TC_1000782,GDACS,CYCLONE,2021,5,2021-05-14 06:00:00,day,20.8,71.3,exact,,,,,,,,,3.5,222.2208,Hurricane/Typhoon > 74 mph (maximum wind speed of 222 km/h),Red,3.0,Tropical Cyclone TAUKTAE-21,15.0,TAUKTAE-21,TC-2021-000056-IND,"India, Pakistan",IND,2021-05-14 06:00:00,2021-05-17 18:00:00,,JTWC,"{'severity': 222.2208, 'severitytext': 'Hurricane/Typhoon > 74 mph (maximum wind speed of 222 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000760,GDACS_TC_1000760,GDACS,CYCLONE,2021,1,2021-01-17 06:00:00,day,-20.4,34.0,exact,,,,,,,,,6.0,138.888,Hurricane/Typhoon > 74 mph (maximum wind speed of 139 km/h),Orange,2.0,Tropical Cyclone ELOISE-21,13.0,ELOISE-21,,"Mozambique, Zimbabwe, Madagascar, Miscellaneous (French) Indian Ocean Islands",MOZ,2021-01-17 06:00:00,2021-01-23 06:00:00,,JTWC,"{'severity': 138.888, 'severitytext': 'Hurricane/Typhoon > 74 mph (maximum wind speed of 139 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000950,GDACS_TC_1000950,GDACS,CYCLONE,2022,12,2022-12-07 18:00:00,day,12.9,80.1,exact,Tamil Nadu,Chengalpattu,,,,,,,2.25,101.8512,Tropical Depression (maximum wind speed of 102 km/h),Orange,2.0,Tropical Cyclone MANDOUS-22,10.0,MANDOUS-22,,"India, Sri Lanka",IND,2022-12-07 18:00:00,2022-12-10 00:00:00,,JTWC,"{'severity': 101.8512, 'severitytext': 'Tropical Depression (maximum wind speed of 102 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000941,GDACS_TC_1000941,GDACS,CYCLONE,2022,10,2022-10-23 12:00:00,day,24.1,91.0,exact,,,,,,,,,1.25,83.3328,Tropical Storm (maximum wind speed of 83 km/h),Orange,2.0,Tropical Cyclone SITRANG-22,6.0,SITRANG-22,,"Bangladesh, India, Myanmar, Bhutan",BGD,2022-10-23 12:00:00,2022-10-24 18:00:00,,JTWC,"{'severity': 83.3328, 'severitytext': 'Tropical Storm (maximum wind speed of 83 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000904,GDACS_TC_1000904,GDACS,CYCLONE,2022,8,2022-08-18 18:00:00,day,22.0,87.3,exact,West Bengal,Paschim Medinipur,,,,,,,1.0,83.3328,Tropical Storm (maximum wind speed of 83 km/h),Orange,2.0,Tropical Cyclone FOUR-22,5.0,FOUR-22,,"India, Bangladesh",BGD,2022-08-18 18:00:00,2022-08-19 18:00:00,,JTWC,"{'severity': 83.3328, 'severitytext': 'Tropical Storm (maximum wind speed of 83 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000883,GDACS_TC_1000883,GDACS,CYCLONE,2022,5,2022-05-07 06:00:00,day,16.0,81.0,exact,Andhra Pradesh,Krishna,,,,,,,4.25,120.3696,Tropical Storm (maximum wind speed of 120 km/h),Orange,2.0,Tropical Cyclone ASANI-22,18.0,ASANI-22,TC-2022-000229-IND,India,IND,2022-05-07 06:00:00,2022-05-11 12:00:00,,JTWC,"{'severity': 120.3696, 'severitytext': 'Tropical Storm (maximum wind speed of 120 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000858,GDACS_TC_1000858,GDACS,CYCLONE,2022,1,2022-01-23 12:00:00,day,-16.3,38.8,exact,,,,,,,,,1.0,83.3328,Tropical Storm (maximum wind speed of 83 km/h),Orange,2.0,Tropical Cyclone ANA-22,3.0,ANA-22,,"Mozambique, Malawi, Miscellaneous (French) Indian Ocean Islands, Madagascar, Zimbabwe",MDG,2022-01-23 12:00:00,2022-01-24 12:00:00,,JTWC,"{'severity': 83.3328, 'severitytext': 'Tropical Storm (maximum wind speed of 83 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001037,GDACS_TC_1001037,GDACS,CYCLONE,2023,12,2023-12-03 00:00:00,day,14.3,80.1,exact,Andhra Pradesh,S.P.S. Nellore,,,,,,,1.75,111.1104,Tropical Storm (maximum wind speed of 111 km/h),Orange,2.0,Tropical Cyclone MICHAUNG-23,8.0,MICHAUNG-23,,India,IND,2023-12-03 00:00:00,2023-12-04 18:00:00,,JTWC,"{'severity': 111.1104, 'severitytext': 'Tropical Storm (maximum wind speed of 111 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001034,GDACS_TC_1001034,GDACS,CYCLONE,2023,11,2023-11-16 18:00:00,day,23.2,91.2,exact,,,,,,,,,0.75,74.0736,Tropical Storm (maximum wind speed of 74 km/h),Orange,2.0,Tropical Cyclone MIDHILI-23,4.0,MIDHILI-23,TC-2023-000230-BGD,"India, Bangladesh",BGD,2023-11-16 18:00:00,2023-11-17 12:00:00,,JTWC,"{'severity': 74.0736, 'severitytext': 'Tropical Storm (maximum wind speed of 74 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001029,GDACS_TC_1001029,GDACS,CYCLONE,2023,10,2023-10-23 06:00:00,day,21.6,92.1,exact,,,,,,,,,1.5,148.1472,Hurricane/Typhoon > 74 mph (maximum wind speed of 148 km/h),Red,3.0,Tropical Cyclone HAMOON-23,7.0,HAMOON-23,TC-2023-000208-BGD,"Bangladesh, India, Myanmar",BGD,2023-10-23 06:00:00,2023-10-24 18:00:00,,JTWC,"{'severity': 148.1472, 'severitytext': 'Hurricane/Typhoon > 74 mph (maximum wind speed of 148 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000987,GDACS_TC_1000987,GDACS,CYCLONE,2023,7,2023-07-31 18:00:00,day,21.9,90.4,exact,,,,,,,,,0.5,74.0736,Tropical Storm (maximum wind speed of 74 km/h),Orange,2.0,Tropical Cyclone FOUR-23,3.0,FOUR-23,,"Bangladesh, India, Myanmar",BGD,2023-07-31 18:00:00,2023-08-01 06:00:00,,JTWC,"{'severity': 74.0736, 'severitytext': 'Tropical Storm (maximum wind speed of 74 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1000975,GDACS_TC_1000975,GDACS,CYCLONE,2023,6,2023-06-06 18:00:00,day,23.4,68.7,exact,Gujarat,Kutch,,,,,,,9.0,194.4432,Tropical Storm (maximum wind speed of 194 km/h),Orange,2.0,Tropical Cyclone BIPARJOY-23,39.0,BIPARJOY-23,,"India, Pakistan",IND,2023-06-06 18:00:00,2023-06-15 18:00:00,,JTWC,"{'severity': 194.4432, 'severitytext': 'Tropical Storm (maximum wind speed of 194 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001131,GDACS_TC_1001131,GDACS,CYCLONE,2024,12,2024-12-09 18:00:00,day,-16.55,33.77,exact,,,,,,,,,6.75,242.776224,Inland (maximum wind speed of 243 km/h),Red,3.0,Tropical Cyclone CHIDO-25,29.0,CHIDO-25,TC-2024-000225-COM,"Mozambique, Miscellaneous (French) Indian Ocean Islands, Madagascar, Comoros, Mayotte",MOZ,2024-12-09 18:00:00,2024-12-16 12:00:00,2026-02-11 15:18:59.037,RSMC,"{'severity': 242.776224, 'severitytext': 'Inland (maximum wind speed of 243 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001130,GDACS_TC_1001130,GDACS,CYCLONE,2024,11,2024-11-29 18:00:00,day,12.1,79.9,exact,Tamil Nadu,Viluppuram,,,,,,,1.5,92.592,Tropical Storm (maximum wind speed of 93 km/h),Orange,2.0,Tropical Cyclone FENGAL-24,7.0,FENGAL-24,,India,IND,2024-11-29 18:00:00,2024-12-01 06:00:00,2026-02-11 15:18:59.037,JTWC,"{'severity': 92.592, 'severitytext': 'Tropical Storm (maximum wind speed of 93 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001117,GDACS_TC_1001117,GDACS,CYCLONE,2024,10,2024-10-23 06:00:00,day,20.8,86.9,exact,Odisha,Bhadrak,,,,,,,1.75,120.3696,Tropical Storm (maximum wind speed of 120 km/h),Red,3.0,Tropical Cyclone DANA-24,8.0,DANA-24,TC-2024-000195-IND,India,IND,2024-10-23 06:00:00,2024-10-25 00:00:00,2026-02-11 15:18:59.037,JTWC,"{'severity': 120.3696, 'severitytext': 'Tropical Storm (maximum wind speed of 120 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001089,GDACS_TC_1001089,GDACS,CYCLONE,2024,8,2024-08-30 00:00:00,day,22.1,61.8,exact,,,,,,,,,2.5,83.3328,Tropical Storm (maximum wind speed of 83 km/h),Orange,2.0,Tropical Cyclone ASNA-24,11.0,ASNA-24,,"Pakistan, India",IND,2024-08-30 00:00:00,2024-09-01 12:00:00,2026-02-11 15:18:59.037,JTWC,"{'severity': 83.3328, 'severitytext': 'Tropical Storm (maximum wind speed of 83 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001064,GDACS_TC_1001064,GDACS,CYCLONE,2024,5,2024-05-25 12:00:00,day,21.7,88.4,exact,,,,,,,,,1.25,101.8512,Tropical Storm (maximum wind speed of 102 km/h),Orange,2.0,Tropical Cyclone REMAL-24,6.0,REMAL-24,,"Bangladesh, India, Bhutan",BGD,2024-05-25 12:00:00,2024-05-26 18:00:00,2026-02-11 15:18:59.037,JTWC,"{'severity': 101.8512, 'severitytext': 'Tropical Storm (maximum wind speed of 102 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001041,GDACS_TC_1001041,GDACS,CYCLONE,2024,1,2024-01-12 16:00:00,day,-23.6,64.48,exact,,,,,,,,,6.5,158.33232,Remnant Low (maximum wind speed of 158 km/h),Orange,2.0,Tropical Cyclone BELAL-24,27.0,BELAL-24,,"Miscellaneous (French) Indian Ocean Islands, Mauritius, Madagascar",REU,2024-01-12 16:00:00,2024-01-19 04:00:00,,RSMC,"{'severity': 158.33232, 'severitytext': 'Remnant Low (maximum wind speed of 158 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001238,GDACS_TC_1001238,GDACS,CYCLONE,2025,11,2025-11-27 00:00:00,day,10.5,80.8,exact,,,,,,,,,2.75,64.8144,Tropical Depression (maximum wind speed of 65 km/h),Orange,2.0,Tropical Cyclone DITWAH-25,12.0,DITWAH-25,TC-2025-000218-LKA,"Sri Lanka, India",IND,2025-11-27 00:00:00,2025-11-29 18:00:00,2026-02-11 15:18:59.037,JTWC,"{'severity': 64.8144, 'severitytext': 'Tropical Depression (maximum wind speed of 65 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001232,GDACS_TC_1001232,GDACS,CYCLONE,2025,10,2025-10-26 12:00:00,day,16.9,81.4,exact,Andhra Pradesh,West Godavari,,,,,,,2.5,83.3328,Tropical Storm (maximum wind speed of 83 km/h),Orange,2.0,Tropical Cyclone MONTHA-25,11.0,MONTHA-25,,India,IND,2025-10-26 12:00:00,2025-10-29 00:00:00,2026-02-11 15:18:59.037,JTWC,"{'severity': 83.3328, 'severitytext': 'Tropical Storm (maximum wind speed of 83 km/h)', 'severityunit': 'km/h'}"
GDACS_TC_1001218,GDACS_TC_1001218,GDACS,CYCLONE,2025,10,2025-10-01 06:00:00,day,19.5,84.7,exact,Odisha,Ganjam,,,,,,,1.25,64.8144,Tropical Storm (maximum wind speed of 65 km/h),Orange,2.0,Tropical Cyclone ONE-25,6.0,ONE-25,,India,IND,2025-10-01 06:00:00,2025-10-02 12:00:00,2026-02-11 15:18:59.037,JTWC,"{'severity': 64.8144, 'severitytext': 'Tropical Storm (maximum wind speed of 65 km/h)', 'severityunit': 'km/h'}"
